AppDocID	ApplNo	SeqNo	DocType	DocTitle	DocURL	DocDate	ActionType	DuplicateCounter
15360	125057	0095	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/125057s071, s095LBL.pdf"	2006-11-14 00:00:00	AP	0
15361	021196	012	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021196s012LTR.pdf	2006-11-16 00:00:00	AP	0
15362	021246	021	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021087s033, 021246s021LTR.pdf"	2006-11-16 00:00:00	AP	0
15363	021087	033	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021087s033, 021246s021LTR.pdf"	2006-11-16 00:00:00	AP	0
15364	019910	032	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/019910s032lbl.pdf	2006-11-16 00:00:00	AP	0
15365	019655	043	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/019655s043lbl.pdf	2006-11-16 00:00:00	AP	0
15366	021632	003	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021632s003lbl.pdf	2006-11-16 00:00:00	AP	0
15367	021548	011	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021548s011lbl.pdf	2006-11-16 00:00:00	AP	0
15368	103792	5150	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/103792s5150lbl.pdf	2006-11-17 00:00:00	AP	0
15369	103234	0000	Other Important Information from FDA		http://www.fda.gov/cder/drug/infopage/RHE/default.htm	2006-11-20 00:00:00	AP	0
15370	103951	0000	Other Important Information from FDA		http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm109375.htm	2006-11-20 00:00:00	AP	0
15372	021991	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021991s000_ZolinzaTOC.cfm	2006-11-20 00:00:00	AP	0
15373	011702	037	Label		http://Do not post label per C. Doyle email 3/29/06	2006-11-21 00:00:00	AP	0
15374	006134	028	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/006134s028lbl.pdf	2006-11-21 00:00:00	AP	0
15375	050786	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/050786s000_PyleraTOC.cfm	2006-11-22 00:00:00	AP	0
15376	020707	005	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020707s005lbl.pdf	2006-11-22 00:00:00	AP	0
15377	020711	027	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020711s027lbl.pdf	2006-11-22 00:00:00	AP	0
15378	021287	007	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021287s007lbl.pdf	2006-11-22 00:00:00	AP	0
15379	020518	015	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020518s015lbl.pdf	2006-11-22 00:00:00	AP	0
15380	021976	001	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021976s001lbl.pdf	2006-11-22 00:00:00	AP	0
15381	020911	015	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020911s015_ltr.pdf	2006-11-22 00:00:00	AP	0
15382	020818	032	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020818s032lbl.pdf	2006-11-22 00:00:00	AP	0
15383	020789	019	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020789s019lbl.pdf	2006-11-22 00:00:00	AP	0
15384	014901	034	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/014901s034lbl.pdf	2006-11-22 00:00:00	AP	0
15385	012041	033	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/012041s033lbl.pdf	2006-11-22 00:00:00	AP	0
15386	020711	027	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020711s027ltr.pdf	2006-11-22 00:00:00	AP	0
15387	020707	005	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020707s005ltr.pdf	2006-11-22 00:00:00	AP	0
15388	021632	003	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021632s003ltr.pdf	2006-11-22 00:00:00	AP	0
15389	021548	011	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021548s011ltr.pdf	2006-11-22 00:00:00	AP	0
15390	021287	007	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021287s007ltr.pdf	2006-11-22 00:00:00	AP	0
15391	021282	016	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021282s016ltr.pdf	2006-11-22 00:00:00	AP	0
15392	019951	024	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/019951s024ltr.pdf	2006-11-22 00:00:00	AP	0
15393	019910	032	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/019910s032ltr.pdf	2006-11-22 00:00:00	AP	0
15394	019655	043	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/019655s043ltr.pdf	2006-11-22 00:00:00	AP	0
15395	020832	015	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020832s015lbl.pdf	2006-11-22 00:00:00	AP	0
15399	017116	000	Other Important Information from FDA		http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm142827.htm	2006-11-27 00:00:00	AP	0
15400	040050	000	Other Important Information from FDA		http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm142827.htm	2006-11-27 00:00:00	AP	0
15401	074184	000	Other Important Information from FDA		http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm142827.htm	2006-11-27 00:00:00	AP	0
15402	089897	000	Other Important Information from FDA		http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm142827.htm	2006-11-27 00:00:00	AP	0
15403	103749	5059	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/103749s5059lbl.pdf	2006-11-28 00:00:00	AP	0
15404	125147	0000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/125147s0000TOC.cfm	2006-11-30 00:00:00	AP	0
15405	076876	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/076876s000ltr.pdf	2006-12-01 00:00:00	AP	1
15406	013217	046	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/013217s046lbl.pdf	2006-12-04 00:00:00	AP	0
15407	020884	014	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020884s014lbl.pdf	2006-12-04 00:00:00	AP	0
15408	021630	011	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021266s019,021267s021,021630s011lbl.pdf"	2006-12-04 00:00:00	AP	0
15409	021267	021	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021266s019,021267s021,021630s011lbl.pdf"	2006-12-04 00:00:00	AP	0
15410	021266	019	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021266s019,021267s021,021630s011lbl.pdf"	2006-12-04 00:00:00	AP	0
15411	021183	016	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020154s50,20155s39,20156s40,21183s16lbl.pdf"	2006-12-04 00:00:00	AP	0
15412	020156	040	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020154s50,20155s39,20156s40,21183s16lbl.pdf"	2006-12-04 00:00:00	AP	0
15413	020155	039	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020154s50,20155s39,20156s40,21183s16lbl.pdf"	2006-12-04 00:00:00	AP	0
15414	020154	050	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020154s50,20155s39,20156s40,21183s16lbl.pdf"	2006-12-04 00:00:00	AP	0
15415	018140	028	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/018140s028lbl.pdf	2006-12-04 00:00:00	AP	0
15416	021253	021	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020592s038,021086s020,021253s021lbl.pdf"	2006-12-04 00:00:00	AP	0
15417	021086	020	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020592s038,021086s020,021253s021lbl.pdf"	2006-12-04 00:00:00	AP	0
15418	020592	038	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020592s038,021086s020,021253s021lbl.pdf"	2006-12-04 00:00:00	AP	0
15419	021520	009	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021520s009lbl.pdf	2006-12-04 00:00:00	AP	0
15420	021687	016	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021687s016lbl.pdf	2006-12-04 00:00:00	AP	0
15421	021283	018	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021283s018lbl.pdf	2006-12-04 00:00:00	AP	0
15422	020604	035	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020604s035lbl.pdf	2006-12-04 00:00:00	AP	0
15423	076897	000	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/076897lbl.pdf	2006-12-04 00:00:00	AP	0
15424	076761	000	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/076761lbl.pdf	2006-12-04 00:00:00	AP	0
15425	013217	046	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/013217s046ltr.pdf	2006-12-04 00:00:00	AP	0
15426	103749	5059	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/103749s5059ltr.pdf	2006-12-04 00:00:00	AP	0
15427	020604	035	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020604s035ltr.pdf	2006-12-04 00:00:00	AP	0
15428	020884	014	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020884s014ltr.pdf	2006-12-04 00:00:00	AP	0
15429	020411	023	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020411s023ltr.pdf	2006-12-04 00:00:00	AP	0
15430	077480	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/077480s000ltr.pdf	2006-12-04 00:00:00	AP	1
15431	076759	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/076759s000ltr.pdf	2006-12-04 00:00:00	AP	1
15432	021687	016	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021687s016ltr.pdf	2006-12-04 00:00:00	AP	0
15433	103792	5150	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/103792 5150ltr.pdf	2006-12-04 00:00:00	AP	0
15434	077015	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/077015s000ltr.pdf	2006-12-04 00:00:00	AP	0
15435	021976	001	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021976s001ltr.pdf	2006-12-04 00:00:00	AP	0
15436	021283	018	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021283s018ltr.pdf	2006-12-04 00:00:00	AP	0
15437	020832	015	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020832s015ltr.pdf	2006-12-04 00:00:00	AP	0
15438	020818	032	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020818s032ltr.pdf	2006-12-04 00:00:00	AP	0
15439	020789	019	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020789s019ltr.pdf	2006-12-04 00:00:00	AP	0
15440	020518	015	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020518s015ltr.pdf	2006-12-04 00:00:00	AP	0
15441	019907	025	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/019907s025ltr.pdf	2006-12-04 00:00:00	AP	0
15442	014901	034	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/014901s034ltr.pdf	2006-12-04 00:00:00	AP	0
15443	012041	033	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/012041s033ltr.pdf	2006-12-04 00:00:00	AP	0
15444	006134	028	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/06134s028ltr.pdf	2006-12-04 00:00:00	AP	0
15445	021969	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021969s000TAltr.pdf	2006-12-04 00:00:00	TA	0
15447	020411	023	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020411s023lbl.pdf	2006-12-04 00:00:00	AP	0
15448	076761	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/076761ltr.pdf	2006-12-06 00:00:00	AP	0
15449	076897	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/076897ltr.pdf	2006-12-06 00:00:00	AP	0
15451	021976	000	Other Important Information from FDA		http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm109402.htm	2006-12-08 00:00:00	AP	0
15452	021602	010	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021602s010lbl.pdf	2006-12-08 00:00:00	AP	0
15453	021087	000	Other Important Information from FDA		http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm107838.htm	2006-12-13 00:00:00	AP	0
15454	021995	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021995s000TOC.cfm	2006-12-13 00:00:00	AP	0
15455	021937	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021937TOC2.cfm	2006-12-13 00:00:00	AP	0
15456	021730	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021730s000TOC.cfm	2006-12-13 00:00:00	AP	0
15460	021993	000	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021993s000lbl.pdf	2006-12-14 00:00:00	AP	0
15461	017058	017	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/017058s017lbl.pdf	2006-12-14 00:00:00	AP	0
15462	021395	008	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021395s008s015lbl.pdf	2006-12-14 00:00:00	AP	0
15463	021395	015	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021395s008s015lbl.pdf	2006-12-14 00:00:00	AP	0
15464	020685	063	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020685s063lbl.pdf	2006-12-14 00:00:00	AP	0
15465	021409	019	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020829s039,020830s041,021409s019lbl.pdf"	2006-12-14 00:00:00	AP	0
15466	020830	041	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020829s039,020830s041,021409s019lbl.pdf"	2006-12-14 00:00:00	AP	0
15467	020829	039	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020829s039,020830s041,021409s019lbl.pdf"	2006-12-14 00:00:00	AP	0
15468	020989	008	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020989s008lbl.pdf	2006-12-14 00:00:00	AP	0
15469	021502	002	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021502s002lbl.pdf	2006-12-14 00:00:00	AP	0
15470	021710	003	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021710s003lbl.pdf	2006-12-14 00:00:00	AP	0
15471	021299	016	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021299s016,s017,s018lbl.pdf"	2006-12-14 00:00:00	AP	0
15472	021299	017	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021299s016,s017,s018lbl.pdf"	2006-12-14 00:00:00	AP	0
15473	021299	018	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021299s016,s017,s018lbl.pdf"	2006-12-14 00:00:00	AP	0
15474	020664	008	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020664s008lbl.pdf	2006-12-14 00:00:00	AP	0
15475	019316	011	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/019316s011lbl.pdf	2006-12-14 00:00:00	AP	0
15476	021993	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021993s000ltr.pdf	2006-12-14 00:00:00	AP	0
15477	020304	022	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020304s022lbl.pdf	2006-12-15 00:00:00	AP	0
15478	077536	000	Other Important Information from FDA		http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm102981.htm	2006-12-18 00:00:00	AP	0
15479	077395	000	Other Important Information from FDA		http://www.fda.gov/Drugs/DrugSafety/PublicHealthAdvisories/ucm053346.htm	2006-12-18 00:00:00	AP	0
15480	077489	000	Other Important Information from FDA		http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm102981.htm	2006-12-18 00:00:00	AP	0
15482	040654	000	Other Important Information from FDA		http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm109364.htm	2006-12-18 00:00:00	AP	0
15483	040660	000	Other Important Information from FDA		http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm109364.htm	2006-12-18 00:00:00	AP	0
15484	040330	015	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/040330s015,040341s013,040434s003lbl.pdf"	2006-11-30 00:00:00	AP	0
15485	040341	013	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/040330s015,040341s013,040434s003lbl.pdf"	2006-11-30 00:00:00	AP	0
15486	040434	003	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/040330s015,040341s013,040434s003lbl.pdf"	2006-11-30 00:00:00	AP	0
15487	022041	000	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/022041lbl.pdf	2006-12-19 00:00:00	AP	0
15488	022004	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/022004s000TOC.cfm	2006-12-22 00:00:00	AP	0
15489	022011	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/22011s000TOC.cfm	2006-12-22 00:00:00	AP	0
15490	050795	002	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/050795s002lbl.pdf	2006-12-26 00:00:00	AP	0
15491	050809	000	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/050809lbl.pdf	2006-12-26 00:00:00	AP	0
15492	019680	021	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/019680s021lbl.pdf	2006-12-26 00:00:00	AP	0
15493	020998	021	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020998s021lbl.pdf	2006-12-26 00:00:00	AP	0
15494	021813	000	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021813lbl.pdf	2006-12-26 00:00:00	AP	0
15495	020118	012	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020118s012lbl.pdf	2006-12-26 00:00:00	AP	0
15496	021592	000	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021592lbl.pdf	2006-12-26 00:00:00	AP	0
15497	021178	009	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021178s009lbl.pdf	2006-12-26 00:00:00	AP	0
15498	021502	001	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021502s001lbl.pdf	2006-12-26 00:00:00	AP	0
15499	021312	006	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021312s006lbl.pdf	2006-12-26 00:00:00	AP	0
15500	021758	007	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021758s007lbl.pdf	2006-12-26 00:00:00	AP	0
15501	021502	003	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021502s003lbl.pdf	2006-12-26 00:00:00	AP	0
15503	020637	022	Label		http://Do NOT post label without notice from Andrea Glover	2006-12-27 00:00:00	AP	0
15504	088058	027	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/088058s027lbl.pdf	2006-12-27 00:00:00	AP	0
15505	089736	013	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/089736s013lbl.pdf	2006-12-27 00:00:00	AP	0
15506	021500	007	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021896s001,021500s007lbl.pdf"	2006-12-28 00:00:00	AP	0
15507	021896	001	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021896s001,021500s007lbl.pdf"	2006-12-28 00:00:00	AP	0
15508	021503	007	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020778s025,020779s046,021503s007lbl.pdf"	2006-12-28 00:00:00	AP	0
15509	020779	046	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020778s025,020779s046,021503s007lbl.pdf"	2006-12-28 00:00:00	AP	0
15510	020778	025	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020778s025,020779s046,021503s007lbl.pdf"	2006-12-28 00:00:00	AP	0
15511	021773	002	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021773s022s006lbl.pdf	2006-12-28 00:00:00	AP	0
15512	021773	006	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021773s022s006lbl.pdf	2006-12-28 00:00:00	AP	0
15513	021226	019	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021226s019lbl.pdf	2006-12-28 00:00:00	AP	0
15514	021251	013	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021906s003,021251s013lbl.pdf"	2006-12-28 00:00:00	AP	0
15515	021906	003	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021906s003,021251s013lbl.pdf"	2006-12-28 00:00:00	AP	0
15516	021481	012	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021481s012lbl.pdf	2006-12-28 00:00:00	AP	0
15517	020610	016	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020610s016lbl.pdf	2006-12-28 00:00:00	AP	0
15518	021999	000	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021999lbl.pdf	2006-12-28 00:00:00	AP	0
15519	077489	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/077489s000ltr.pdf	2006-12-28 00:00:00	AP	0
15520	021555	007	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021555s007ltr.pdf	2006-12-28 00:00:00	AP	0
15521	021481	012	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021481s012ltr.pdf	2006-12-28 00:00:00	AP	0
15522	020610	016	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020610s016ltr.pdf	2006-12-28 00:00:00	AP	0
15523	020297	021	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020297s021ltr.pdf	2006-12-28 00:00:00	AP	0
15524	078064	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/078064s000TAltr.pdf	2006-12-28 00:00:00	TA	0
15525	077284	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/077284s000ltr.pdf	2006-12-28 00:00:00	AP	1
15526	050809	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/050809s000ltr.pdf	2006-12-28 00:00:00	AP	0
15527	050795	002	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/050795s002ltr.pdf	2006-12-28 00:00:00	AP	0
15528	021999	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021999s000_ltr.pdf	2006-12-28 00:00:00	AP	0
15529	021592	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021592s000ltr.pdf	2006-12-28 00:00:00	AP	0
15530	021472	007	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021472s007ltr.pdf	2006-12-28 00:00:00	AP	0
15531	019680	021	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/019680s021ltr.pdf	2006-12-28 00:00:00	AP	0
15532	021813	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021813s000ltr.pdf	2006-12-28 00:00:00	AP	0
15533	021758	007	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021758s007ltr.pdf	2006-12-28 00:00:00	AP	0
15534	021502	001	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021502s001ltr.pdf	2006-12-28 00:00:00	AP	0
15535	021178	009	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021178s009ltr.pdf	2006-12-28 00:00:00	AP	0
15536	021165	009	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021165s7s8s9,021300s1s3s4s5,021312s6s8s9ltr.pdf"	2006-12-28 00:00:00	AP	0
15537	021165	007	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021165s7s8s9,021300s1s3s4s5,021312s6s8s9ltr.pdf"	2006-12-28 00:00:00	AP	0
15538	021165	008	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021165s7s8s9,021300s1s3s4s5,021312s6s8s9ltr.pdf"	2006-12-28 00:00:00	AP	0
15539	021300	001	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021165s7s8s9,021300s1s3s4s5,021312s6s8s9ltr.pdf"	2006-12-28 00:00:00	AP	0
15540	021300	003	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021165s7s8s9,021300s1s3s4s5,021312s6s8s9ltr.pdf"	2006-12-28 00:00:00	AP	0
15541	021300	005	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021165s7s8s9,021300s1s3s4s5,021312s6s8s9ltr.pdf"	2006-12-28 00:00:00	AP	0
15542	021312	009	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021165s7s8s9,021300s1s3s4s5,021312s6s8s9ltr.pdf"	2006-12-28 00:00:00	AP	0
15543	021312	006	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021165s7s8s9,021300s1s3s4s5,021312s6s8s9ltr.pdf"	2006-12-28 00:00:00	AP	0
15544	021312	008	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021165s7s8s9,021300s1s3s4s5,021312s6s8s9ltr.pdf"	2006-12-28 00:00:00	AP	0
15545	020998	021	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020998s021ltr.pdf	2006-12-28 00:00:00	AP	0
15546	020304	022	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020304s022ltr.pdf	2006-12-28 00:00:00	AP	0
15547	020118	012	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020118s012ltr.pdf	2006-12-28 00:00:00	AP	0
15548	021502	003	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021502s003ltr.pdf	2006-12-28 00:00:00	AP	0
15549	021502	002	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021502s002ltr.pdf	2006-12-28 00:00:00	AP	0
15550	020664	008	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020664s008ltr.pdf	2006-12-28 00:00:00	AP	0
15551	021710	003	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021710s003ltr.pdf	2006-12-28 00:00:00	AP	0
15552	021602	010	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021602s010ltr.pdf	2006-12-28 00:00:00	AP	0
