ApplNo	ApplType	SponsorApplicant	MostRecentLabelAvailableFlag	CurrentPatentFlag	ActionType	Chemical_Type	Ther_Potential	Orphan_Code
065468	N	OMAN PHARM PRODUCTS	False	False	AP			
065470	N	AUROBINDO PHARMA	False	False	AP			
065471	N	MUTUAL PHARM	False	False	AP			
065473	N	AUROBINDO PHARMA	False	False	AP			
065475	N	BEDFORD	False	False	AP			
065477	N	ZYDUS PHARMS USA INC	False	False	AP			
065481	N	AUROBINDO PHARMA	False	False	AP			
065482	N	AUROBINDO PHARMA	False	False	AP			
065483	N	HOSPIRA INC	False	False	AP			
065484	N	HOSPIRA INC	False	False	AP			
065485	N	BARR	False	False	AP			
065491	N	TEVA PHARMS	False	False	AP			
065493	N	AUROBINDO PHARMA	False	False	AP			
065496	N	ALKEM LABS LTD	False	False	AP			
065498	N	AUROBINDO PHARMA LTD	False	False	AP			
065499	N	AUROBINDO PHARMA	False	False	AP			
065500	N	HOSPIRA	False	False	AP			
065501	N	GLAND PHARMA LTD	False	False	AP			
065502	N	VERSAPHARM INC	False	False	AP			
065503	N	HOSPIRA INC	False	False	AP			
065504	N	AUROBINDO PHARMA	False	False	AP			
065505	N	AUROBINDO PHARMA	False	False	AP			
065506	N	SAGENT STRIDES	False	False	AP			
065507	N	APOTEX CORP	False	False	AP			
065508	N	APOTEX CORP	False	False	AP			
065509	N	APOTEX CORP	False	False	AP			
065511	N	HOSPIRA	False	False	AP			
065513	N	VERSAPHARM	False	False	AP			
065516	N	AUROBINDO PHARMA	False	False	AP			
065517	N	AUROBINDO PHARMA	False	False	AP			
065520	N	MYLAN	False	False	AP			
065521	N	MYLAN	False	False	AP			
065523	N	INSTITUTO BIOCHEMICO	False	False	AP			
070000	N	WATSON LABS	False	False	AP			
070002	N	WATSON LABS	False	False	AP			
070004	N	INTL MEDICATION	False	False	AP			
070006	N	MUTUAL PHARM	False	False	AP			
070007	N	MUTUAL PHARM	False	False	AP			
070008	N	SUPERPHARM	False	False	AP			
070009	N	SUPERPHARM	False	False	AP			
070010	N	HOSPIRA	False	False	AP			
070011	N	SMITH AND NEPHEW	False	False	AP			
070012	N	ABRAXIS PHARM	False	False	AP			
070013	N	ABRAXIS PHARM	False	False	AP			
070014	N	ASTRAZENECA	False	False	AP			
070017	N	ORGANON USA INC	False	False	AP			
070019	N	WATSON LABS	False	False	AP			
070021	N	HALSEY	False	False	AP			
070022	N	NOVEL LABS INC	False	False	AP			
070023	N	SMITH AND NEPHEW	False	False	AP			
070026	N	INTL MEDICATION	False	False	AP			
070027	N	PLIVA	False	False	AP			
070028	N	TEVA	False	False	AP			
070029	N	SAVAGE LABS	False	False	AP			
070030	N	PLANTEX	False	False	AP			
070031	N	ABRAXIS PHARM	False	False	AP			
070032	N	NOVEL LABS INC	False	False	AP			
070033	N	PLIVA	False	False	AP			
070034	N	TEVA	False	False	AP			
070035	N	WATSON LABS	False	False	AP			
070037	N	TEVA	False	False	AP			
070038	N	WATSON LABS	False	False	AP			
070039	N	WORLD GEN	False	False	AP			
070040	N	WORLD GEN	False	False	AP			
070041	N	WATSON LABS	False	False	AP			
070042	N	WATSON LABS	False	False	AP			
070043	N	MUTUAL PHARM	False	False	AP			
070044	N	TEVA	False	False	AP			
070045	N	MYLAN	False	False	AP			
070046	N	SMITH AND NEPHEW	False	False	AP			
070047	N	SMITH AND NEPHEW	False	False	AP			
070048	N	TEVA	False	False	AP			
070049	N	WATSON LABS	False	False	AP			
070050	N	ACTAVIS MID ATLANTIC	False	False	AP			
070051	N	ACTAVIS MID ATLANTIC	False	False	AP			
070052	N	STI PHARMA LLC	False	False	AP			
070053	N	PERRIGO NEW YORK	False	False	AP			
070057	N	MYLAN	False	False	AP			
070058	N	ABRAXIS PHARM	False	False	AP			
070059	N	ABRAXIS PHARM	False	False	AP			
070060	N	MUTUAL PHARM	False	False	AP			
070062	N	TARO	False	False	AP			
070063	N	USL PHARMA	False	False	AP			
070064	N	USL PHARMA	False	False	AP			
070065	N	SUPERPHARM	False	False	AP			
070066	N	SUPERPHARM	False	False	AP			
070067	N	MUTUAL PHARM	False	False	AP			
070068	N	MUTUAL PHARM	False	False	AP			
070069	N	TEVA	False	False	AP			
070070	N	ACCORD HLTH	False	False	AP			
070071	N	ABRAXIS PHARM	False	False	AP			
070072	N	TEVA	False	False	AP			
070073	N	MUTUAL PHARM	False	False	AP			
070074	N	MUTUAL PHARM	False	False	AP			
070075	N	MYLAN	False	False	AP			
070076	N	MYLAN	False	False	AP			
070077	N	ABRAXIS PHARM	False	False	AP			
070078	N	SMITH AND NEPHEW	False	False	AP			
070079	N	MUTUAL PHARM	False	False	AP			
070080	N	MUTUAL PHARM	False	False	AP			
070081	N	MCNEIL	False	False	AP			
070082	N	MYLAN	False	False	AP			
070083	N	BASF	False	False	AP			
070084	N	ACCORD HLTH	False	False	AP			
070085	N	ACCORD HLTH	False	False	AP			
070086	N	ROXANE	False	False	AP			
070087	N	ASTRAZENECA	False	False	AP			
070088	N	BASF	False	False	AP			
070089	N	ASTRAZENECA	False	False	AP			
070090	N	ASTRAZENECA	False	False	AP			
070091	N	ASTRAZENECA	False	False	AP			
070092	N	ASTRAZENECA	False	False	AP			
070093	N	ASTRAZENECA	False	False	AP			
070094	N	ASTRAZENECA	False	False	AP			
070095	N	ASTRAZENECA	False	False	AP			
070096	N	ASTRAZENECA	False	False	AP			
070098	N	IVAX SUB TEVA PHARMS	False	False	AP			
070099	N	BASF	False	False	AP			
070100	N	MUTUAL PHARM	False	False	AP			
070101	N	TEVA	False	False	AP			
070102	N	TEVA	False	False	AP			
070103	N	MUTUAL PHARM	False	False	AP			
070104	N	MATRIX MEDCL	False	False	AP			
070106	N	KING PHARMS	False	False	AP			
070107	N	TEVA	False	False	AP			
070115	N	MUTUAL PHARM	False	False	AP			
070116	N	MUTUAL PHARM	False	False	AP			
070118	N	MORTON GROVE	False	False	AP			
070119	N	INTL MEDICATION	False	False	AP			
070120	N	SCHERING	False	False	AP			
070121	N	SCHERING	False	False	AP			
070122	N	SCHERING	False	False	AP			
070123	N	SCHERING	False	False	AP			
070124	N	SCHERING	False	False	AP			
070125	N	CLONMEL HLTHCARE	False	False	AP			
070126	N	CLONMEL HLTHCARE	False	False	AP			
070127	N	CLONMEL HLTHCARE	False	False	AP			
070128	N	CLONMEL HLTHCARE	False	False	AP			
070134	N	ABRAXIS PHARM	False	False	AP			
070135	N	SMITH AND NEPHEW	False	False	AP			
070136	N	SOLOPAK	False	False	AP			
070137	N	SMITH AND NEPHEW	False	False	AP			
070138	N	MYLAN	False	False	AP			
070139	N	MYLAN	False	False	AP			
070140	N	WATSON LABS	False	False	AP			
070141	N	WATSON LABS	False	False	AP			
070142	N	WATSON LABS	False	False	AP			
070143	N	WATSON LABS	False	False	AP			
070144	N	WATSON LABS	False	False	AP			
070145	N	MYLAN	False	False	AP			
070146	N	IVAX SUB TEVA PHARMS	False	False	AP			
070147	N	PURACAP PHARM	False	False	AP			
070150	N	PURACAP PHARM	False	False	AP			
070152	N	BARR	False	False	AP			
070153	N	TEVA PHARMS	False	False	AP			
070154	N	BARR	False	False	AP			
070156	N	PAR PHARM	False	False	AP			
070159	N	PAR PHARM	False	False	AP			
070160	N	PAR PHARM	False	False	AP			
070161	N	PAR PHARM	False	False	AP			
070162	N	BARR	False	False	AP			
070163	N	BARR	False	False	AP			
070164	N	BARR	False	False	AP			
070165	N	DURAMED PHARMS BARR	False	False	AP			
070166	N	DURAMED PHARMS BARR	False	False	AP			
070167	N	DURAMED PHARMS BARR	False	False	AP			
070168	N	USL PHARMA	False	False	AP			
070169	N	USL PHARMA	False	False	AP			
070170	N	WATSON LABS	False	False	AP			
070171	N	HOSPIRA	False	False	AP			
070172	N	HOSPIRA	False	False	AP			
070173	N	WATSON LABS	False	False	AP			
070174	N	WATSON LABS	False	False	AP			
070175	N	WATSON LABS	False	False	AP			
070176	N	WATSON LABS	False	False	AP			
070177	N	WATSON LABS	False	False	AP			
070178	N	WATSON LABS	False	False	AP			
070182	N	SANDOZ	False	False	AP			
070183	N	SANDOZ	False	False	AP			
070184	N	TEVA	False	False	AP			
070185	N	NOVARTIS	False	False	AP			
070186	N	IVAX SUB TEVA PHARMS	False	False	AP			
070187	N	IVAX SUB TEVA PHARMS	False	False	AP			
070188	N	WYETH AYERST	False	False	AP			
070189	N	WYETH AYERST	False	False	AP			
070190	N	WYETH AYERST	False	False	AP			
070191	N	WYETH AYERST	False	False	AP			
070192	N	ROXANE	False	False	AP			
070193	N	ROXANE	False	False	AP			
070194	N	ROXANE	False	False	AP			
070195	N	SCHERER RP	False	False	AP			
070200	N	QUANTUM PHARMICS	False	False	AP			
070201	N	QUANTUM PHARMICS	False	False	AP			
070202	N	QUANTUM PHARMICS	False	False	AP			
070203	N	USL PHARMA	False	False	AP			
070204	N	USL PHARMA	False	False	AP			
070205	N	ALPHARMA US PHARMS	False	False	AP			
070209	N	WARNER CHILCOTT	False	False	AP			
070210	N	WARNER CHILCOTT	False	False	AP			
070213	N	MYLAN	False	False	AP			
070215	N	PLIVA	False	False	AP			
070216	N	PLIVA	False	False	AP			
070217	N	VINTAGE PHARMS	False	False	AP			
070218	N	VINTAGE PHARMS	False	False	AP			
070219	N	VINTAGE PHARMS	False	False	AP			
070220	N	VINTAGE PHARMS	False	False	AP			
070221	N	VINTAGE PHARMS	False	False	AP			
070222	N	WARNER CHILCOTT	False	False	AP			
070223	N	ABRAXIS PHARM	False	False	AP			
070225	N	LUITPOLD	False	False	AP			
070226	N	DAVA PHARMS INC	False	False	AP			
070227	N	DAVA PHARMS INC	False	False	AP			
070228	N	DAVA PHARMS INC	False	False	AP			
070231	N	INWOOD LABS	False	False	AP			
070232	N	TEVA	False	False	AP			
070233	N	TEVA	False	False	AP			
070234	N	TEVA	False	False	AP			
070240	N	WATSON LABS	False	False	AP			
070241	N	WATSON LABS	False	False	AP			
070242	N	WATSON LABS	False	False	AP			
070243	N	WATSON LABS	False	False	AP			
070244	N	WATSON LABS	False	False	AP			
070245	N	WATSON LABS	False	False	AP			
070246	N	WATSON LABS	False	False	AP			
070247	N	WATSON LABS	False	False	AP			
070248	N	WATSON LABS	False	False	AP			
070249	N	WATSON LABS	False	False	AP			
070252	N	HOSPIRA	False	False	AP			
070253	N	HOSPIRA	False	False	AP			
070254	N	HOSPIRA	False	False	AP			
070255	N	HOSPIRA	False	False	AP			
070256	N	HOSPIRA	False	False	AP			
070257	N	HOSPIRA	False	False	AP			
070259	N	MYLAN	False	False	AP			
070260	N	WATSON LABS	False	False	AP			
070261	N	WATSON LABS	False	False	AP			
070262	N	WATSON LABS	False	False	AP			
070264	N	MYLAN	False	False	AP			
070265	N	MYLAN	False	False	AP			
070266	N	TEVA	False	False	AP			
070267	N	TEVA	False	False	AP			
070268	N	SANDOZ	False	False	AP			
070269	N	SANDOZ	False	False	AP			
070270	N	MUTUAL PHARM	False	False	AP			
070271	N	MUTUAL PHARM	False	False	AP			
070272	N	MUTUAL PHARM	False	False	AP			
070273	N	SAVAGE LABS	False	False	AP			
070274	N	PHARMADERM	False	False	AP			
070275	N	FOUGERA	False	False	AP			
070278	N	MYLAN	False	False	AP			
070281	N	ACTAVIS MID ATLANTIC	False	False	AP			
070288	N	ACTAVIS MID ATLANTIC	False	False	AP			
070289	N	SANDOZ	False	False	AP			
070290	N	SANDOZ	False	False	AP			
070291	N	BAXTER HLTHCARE	False	False	AP			
070292	N	PHARMAFAIR	False	False	AP			
070293	N	LYPHOMED	False	False	AP			
070294	N	QUANTUM PHARMICS	False	False	AP			
070295	N	ABRAXIS PHARM	False	False	AP			
070296	N	WATSON LABS	False	False	AP			
070297	N	MUTUAL PHARM	False	False	AP			
070298	N	BAXTER HLTHCARE	False	False	AP			
070299	N	BAXTER HLTHCARE	False	False	AP			
070300	N	USL PHARMA	False	False	AP			
070301	N	WATSON LABS	False	False	AP			
070302	N	SANDOZ	False	False	AP			
070303	N	SANDOZ	False	False	AP			
070304	N	SANDOZ	False	False	AP			
070305	N	WATSON LABS	False	False	AP			
070306	N	DURAMED PHARMS BARR	False	False	AP			
070307	N	DURAMED PHARMS BARR	False	False	AP			
070308	N	DURAMED PHARMS BARR	False	False	AP			
070309	N	DURAMED PHARMS BARR	False	False	AP			
070310	N	DURAMED PHARMS BARR	False	False	AP			
070311	N	BAXTER HLTHCARE	False	False	AP			
070312	N	BAXTER HLTHCARE	False	False	AP			
070313	N	BAXTER HLTHCARE	False	False	AP			
070317	N	MYLAN	False	False	AP			
070318	N	ALPHARMA	False	False	AP			
070319	N	MUTUAL PHARM	False	False	AP			
070320	N	MUTUAL PHARM	False	False	AP			
070321	N	MUTUAL PHARM	False	False	AP			
070322	N	MUTUAL PHARM	False	False	AP			
070325	N	MYLAN	False	False	AP			
070326	N	DURAMED PHARMS BARR	False	False	AP			
070327	N	DURAMED PHARMS BARR	False	False	AP			
070328	N	PAR PHARM	False	False	AP			
070329	N	PAR PHARM	False	False	AP			
070330	N	PAR PHARM	False	False	AP			
070331	N	PARKE DAVIS	False	False	AP			
070332	N	PARKE DAVIS	False	False	AP			
070333	N	PARKE DAVIS	False	False	AP			
070336	N	MYLAN	False	False	AP			
070337	N	MYLAN	False	False	AP			
070338	N	MYLAN	False	False	AP			
070339	N	USL PHARMA	False	False	AP			
070340	N	WARNER CHILCOTT	False	False	AP			
070341	N	WARNER CHILCOTT	False	False	AP			
070342	N	PAR PHARM	False	False	AP			
070343	N	IVAX SUB TEVA PHARMS	False	False	AP			
070345	N	MYLAN	False	False	AP			
070346	N	PAR PHARM	False	False	AP			
070347	N	PAR PHARM	False	False	AP			
070348	N	ABRAXIS PHARM	False	False	AP			
070351	N	MUTUAL PHARM	False	False	AP			
070352	N	MUTUAL PHARM	False	False	AP			
070353	N	ROXANE	False	False	AP			
070354	N	ROXANE	False	False	AP			
070356	N	ROXANE	False	False	AP			
070357	N	ROXANE	False	False	AP			
070358	N	ROXANE	False	False	AP			
070360	N	IVAX SUB TEVA PHARMS	False	False	AP			
070361	N	IVAX SUB TEVA PHARMS	False	False	AP			
070362	N	IVAX SUB TEVA PHARMS	False	False	AP			
070363	N	WATSON LABS	False	False	AP			
070364	N	ABRAXIS PHARM	False	False	AP			
070365	N	WATSON LABS	False	False	AP			
070366	N	WATSON LABS	False	False	AP			
070367	N	WATSON LABS	False	False	AP			
070368	N	WATSON LABS	False	False	AP			
070373	N	WATSON LABS	False	False	AP			
070374	N	WATSON LABS	False	False	AP			
070375	N	WATSON LABS	False	False	AP			
070376	N	WATSON LABS	False	False	AP			
070377	N	WATSON LABS	False	False	AP			
070378	N	WATSON LABS	False	False	AP			
070379	N	WATSON LABS	False	False	AP			
070380	N	WATSON LABS	False	False	AP			
070381	N	WATSON LABS	False	False	AP			
070382	N	WATSON LABS	False	False	AP			
070383	N	WATSON LABS	False	False	AP			
070384	N	WATSON LABS	False	False	AP			
070395	N	WATSON LABS	False	False	AP			
070396	N	WATSON LABS	False	False	AP			
070397	N	WATSON LABS	False	False	AP			
070398	N	WATSON LABS	False	False	AP			
070399	N	WATSON LABS	False	False	AP			
070400	N	WATSON LABS	False	False	AP			
070401	N	WATSON LABS	False	False	AP			
070407	N	WATSON LABS	False	False	AP			
070411	N	ABRAXIS PHARM	False	False	AP			
070412	N	WATSON LABS	False	False	AP			
070413	N	WATSON LABS	False	False	AP			
070417	N	INTL MEDICATION	False	False	AP			
070423	N	QUANTUM PHARMICS	False	False	AP			
070424	N	QUANTUM PHARMICS	False	False	AP			
070425	N	QUANTUM PHARMICS	False	False	AP			
070427	N	USL PHARMA	False	False	AP			
070428	N	USL PHARMA	False	False	AP			
070429	N	WARNER CHILCOTT	False	False	AP			
070431	N	PAR PHARM	False	False	AP			
070433	N	ROXANE	False	False	AP			
070434	N	ROXANE	False	False	AP			
070435	N	WATSON LABS	False	False	AP			
070436	N	WATSON LABS	False	False	AP			
070437	N	WATSON LABS	False	False	AP			
070438	N	WARNER CHILCOTT	False	False	AP			
070439	N	WARNER CHILCOTT	False	False	AP			
070440	N	WARNER CHILCOTT	False	False	AP			
070441	N	WARNER CHILCOTT	False	False	AP			
070442	N	WARNER CHILCOTT	False	False	AP			
070443	N	SANDOZ	False	False	AP			
070444	N	PAR PHARM	False	False	AP			
070445	N	PAR PHARM	False	False	AP			
070449	N	WATSON LABS	False	False	AP			
070450	N	WATSON LABS	False	False	AP			
070451	N	INTL MEDICATION	False	False	AP			
070452	N	PUREPAC PHARM	False	False	AP			
070453	N	WATSON LABS	False	False	AP			
070454	N	MUTUAL PHARM	False	False	AP			
070455	N	MUTUAL PHARM	False	False	AP			
070456	N	WATSON LABS	False	False	AP			
070457	N	WATSON LABS	False	False	AP			
070458	N	WATSON LABS	False	False	AP			
070459	N	PAR PHARM	False	False	AP			
070460	N	PAR PHARM	False	False	AP			
070461	N	PAR PHARM	False	False	AP			
070462	N	PAR PHARM	False	False	AP			
070463	N	PAR PHARM	False	False	AP			
070464	N	PAR PHARM	False	False	AP			
070466	N	MUTUAL PHARM	False	False	AP			
070467	N	MUTUAL PHARM	False	False	AP			
070468	N	ACTAVIS ELIZABETH	False	False	AP			
070469	N	OHM LABS	False	False	AP			
070470	N	SANDOZ	False	False	AP			
070471	N	SANDOZ	False	False	AP			
070472	N	MUTUAL PHARM	False	False	AP			
070473	N	MUTUAL PHARM	False	False	AP			
070474	N	MUTUAL PHARM	False	False	AP			
070475	N	MCNEIL	False	False	AP			
070476	N	MCNEIL	False	False	AP			
070477	N	USL PHARMA	False	False	AP			
070478	N	USL PHARMA	False	False	AP			
070480	N	ELKINS SINN	False	False	AP			
070481	N	PAR PHARM	False	False	AP			
070482	N	MUTUAL PHARM	False	False	AP			
070483	N	MUTUAL PHARM	False	False	AP			
070484	N	PHARMAFAIR	False	False	AP			
070485	N	PHARMAFAIR	False	False	AP			
070486	N	PHARMAFAIR	False	False	AP			
070487	N	SUPERPHARM	False	False	AP			
070488	N	SUPERPHARM	False	False	AP			
070489	N	USL PHARMA	False	False	AP			
070490	N	USL PHARMA	False	False	AP			
070491	N	USL PHARMA	False	False	AP			
070492	N	USL PHARMA	False	False	AP			
070493	N	MUTUAL PHARM	False	False	AP			
070494	N	MUTUAL PHARM	False	False	AP			
070495	N	MUTUAL PHARM	False	False	AP			
070496	N	BAXTER HLTHCARE	False	False	AP			
070497	N	ALPHARMA US PHARMS	False	False	AP			
070505	N	HOSPIRA	False	False	AP			
070506	N	HOSPIRA	False	False	AP			
070511	N	WATSON LABS	False	False	AP			
070513	N	WATSON LABS	False	False	AP			
070514	N	WATSON LABS	False	False	AP			
070515	N	WATSON LABS	False	False	AP			
070516	N	ROXANE	False	False	AP			
070517	N	ROXANE	False	False	AP			
070518	N	ROXANE	False	False	AP			
070519	N	ROXANE	False	False	AP			
070520	N	ROXANE	False	False	AP			
070521	N	ROXANE	False	False	AP			
070522	N	ABRAXIS PHARM	False	False	AP			
070524	N	WARNER CHILCOTT	False	False	AP			
070528	N	WATSON LABS	False	False	AP			
070529	N	WATSON LABS	False	False	AP			
070530	N	WATSON LABS	False	False	AP			
070531	N	USL PHARMA	False	False	AP			
070533	N	APOTHECON	False	False	AP			
070535	N	PAR PHARM	False	False	AP			
070536	N	PAR PHARM	False	False	AP			
070537	N	PAR PHARM	False	False	AP			
070539	N	USL PHARMA	False	False	AP			
070540	N	USL PHARMA	False	False	AP			
070541	N	TEVA	False	False	AP			
070543	N	SANDOZ	False	False	AP			
070544	N	SANDOZ	False	False	AP			
070545	N	BAXTER HLTHCARE	False	False	AP			
070546	N	BAXTER HLTHCARE	False	False	AP			
070547	N	QUANTUM PHARMICS	False	False	AP			
070548	N	WATSON LABS	False	False	AP			
070549	N	WATSON LABS	False	False	AP			
070550	N	WATSON LABS	False	False	AP			
070551	N	WATSON LABS	False	False	AP			
070552	N	APP PHARMS	False	False	AP			
070553	N	APP PHARMS	False	False	AP			
070554	N	APP PHARMS	False	False	AP			
070556	N	ABBOTT	False	False	AP			
070558	N	WARNER CHILCOTT	False	False	AP			
070559	N	WARNER CHILCOTT	False	False	AP			
070562	N	USL PHARMA	False	False	AP			
070563	N	USL PHARMA	False	False	AP			
070564	N	QUANTUM PHARMICS	False	False	AP			
070565	N	PAR PHARM	False	False	AP			
070566	N	HOSPIRA	False	False	AP			
070574	N	PAR PHARM	False	False	AP			
070575	N	DEY	False	False	AP			
070576	N	DEY	False	False	AP			
070577	N	HOSPIRA	False	False	AP			
070578	N	HOSPIRA	False	False	AP			
070579	N	PUREPAC PHARM	False	False	AP			
070580	N	PUREPAC PHARM	False	False	AP			
070581	N	ACTAVIS ELIZABETH	False	False	AP			
070583	N	HOSPIRA	False	False	AP			
070584	N	HOSPIRA	False	False	AP			
070585	N	HOSPIRA	False	False	AP			
070586	N	HOSPIRA	False	False	AP			
070587	N	HOSPIRA	False	False	AP			
070589	N	USL PHARMA	False	False	AP			
070590	N	HOSPIRA	False	False	AP			
070591	N	BAYER	False	False	AP			
070592	N	PIONEER PHARMS	False	False	AP			
070593	N	HALSEY	False	False	AP			
070595	N	PAR PHARM	False	False	AP			
070597	N	HOSPIRA	False	False	AP			
070598	N	SCHERING	False	False	AP			
070600	N	WATSON LABS	False	False	AP			
070601	N	WATSON LABS	False	False	AP			
070602	N	WATSON LABS	False	False	AP			
070603	N	WATSON LABS	False	False	AP			
070604	N	WATSON LABS	False	False	AP			
070607	N	PERRIGO NEW YORK	False	False	AP			
070608	N	PERRIGO NEW YORK	False	False	AP			
070609	N	HOSPIRA	False	False	AP			
070612	N	PAR PHARM	False	False	AP			
070613	N	PAR PHARM	False	False	AP			
070614	N	PAR PHARM	False	False	AP			
070615	N	MUTUAL PHARM	False	False	AP			
070616	N	PAR PHARM	False	False	AP			
070617	N	LUITPOLD	False	False	AP			
070618	N	COPLEY PHARM	False	False	AP			
070620	N	PAR PHARM	False	False	AP			
070621	N	PAR PHARM	False	False	AP			
070622	N	SMITH AND NEPHEW	False	False	AP			
070623	N	SMITH AND NEPHEW	False	False	AP			
070624	N	MYLAN	False	False	AP			
070625	N	WATSON LABS	False	False	AP			
070626	N	BAYER	False	False	AP			
070627	N	BAXTER HLTHCARE	False	False	AP			
070628	N	BAXTER HLTHCARE	False	False	AP			
070629	N	LEDERLE	False	False	AP			
070630	N	LEDERLE	False	False	AP			
070631	N	USL PHARMA	False	False	AP			
070632	N	QUANTUM PHARMICS	False	False	AP			
070633	N	SMITH AND NEPHEW	False	False	AP			
070634	N	SMITH AND NEPHEW	False	False	AP			
070635	N	HALSEY	False	False	AP			
070636	N	ABBOTT	False	False	AP			
070637	N	ABBOTT	False	False	AP			
070639	N	INTL MEDICATION	False	False	AP			
070640	N	QUANTUM PHARMICS	False	False	AP			
070641	N	QUANTUM PHARMICS	False	False	AP			
070645	N	WATSON LABS	False	False	AP			
070646	N	USL PHARMA	False	False	AP			
070647	N	USL PHARMA	False	False	AP			
070648	N	ABRAXIS PHARM	False	False	AP			
070649	N	ABRAXIS PHARM	False	False	AP			
070650	N	QUANTUM PHARMICS	False	False	AP			
070651	N	VINTAGE	False	False	AP			
070652	N	ABRAXIS PHARM	False	False	AP			
070654	N	PAR PHARM	False	False	AP			
070655	N	WOCKHARDT	False	False	AP			
070656	N	ABBOTT	False	False	AP			
070657	N	ABBOTT	False	False	AP			
070659	N	TEVA	False	False	AP			
070660	N	MUTUAL PHARM	False	False	AP			
070661	N	ABRAXIS PHARM	False	False	AP			
070662	N	ABRAXIS PHARM	False	False	AP			
070663	N	SANDOZ	False	False	AP			
070664	N	SANDOZ	False	False	AP			
070665	N	SANDOZ	False	False	AP			
070666	N	SANDOZ	False	False	AP			
070667	N	SANDOZ	False	False	AP			
070669	N	SUPERPHARM	False	False	AP			
070670	N	SUPERPHARM	False	False	AP			
070671	N	QUAD PHARMS	False	False	AP			
070672	N	QUAD PHARMS	False	False	AP			
070673	N	SANDOZ	False	False	AP			
070674	N	SANDOZ	False	False	AP			
070675	N	PAR PHARM	False	False	AP			
070676	N	PAR PHARM	False	False	AP			
070677	N	PAR PHARM	False	False	AP			
070678	N	QUAD PHARMS	False	False	AP			
070679	N	QUAD PHARMS	False	False	AP			
070680	N	QUAD PHARMS	False	False	AP			
070683	N	MUTUAL PHARM	False	False	AP			
070684	N	WATSON LABS	False	False	AP			
070685	N	WATSON LABS	False	False	AP			
070686	N	WATSON LABS	False	False	AP			
070687	N	WATSON LABS	False	False	AP			
070688	N	PUREPAC PHARM	False	False	AP			
070689	N	PUREPAC PHARM	False	False	AP			
070690	N	ROXANE	False	False	AP			
070691	N	HOSPIRA	False	False	AP			
070692	N	QUAD PHARMS	False	False	AP			
070693	N	QUAD PHARMS	False	False	AP			
070694	N	QUAD PHARMS	False	False	AP			
070695	N	SOLOPAK	False	False	AP			
070696	N	SMITH AND NEPHEW	False	False	AP			
070697	N	SMITH AND NEPHEW	False	False	AP			
070698	N	HOSPIRA	False	False	AP			
070699	N	HOSPIRA	False	False	AP			
070700	N	QUAD PHARMS	False	False	AP			
070701	N	QUAD PHARMS	False	False	AP			
070702	N	TEVA	False	False	AP			
070703	N	WATSON LABS	False	False	AP			
070704	N	BARR	False	False	AP			
070705	N	BARR	False	False	AP			
070706	N	ACTAVIS ELIZABETH	False	False	AP			
070707	N	ACTAVIS ELIZABETH	False	False	AP			
070709	N	SUPERPHARM	False	False	AP			
070710	N	MORTON GROVE	False	False	AP			
070713	N	WATSON LABS	False	False	AP			
070714	N	WATSON LABS	False	False	AP			
070719	N	IVAX SUB TEVA PHARMS	False	False	AP			
070720	N	SCS	False	False	AP			
070721	N	SCS	False	False	AP			
070722	N	SCS	False	False	AP			
070723	N	SCS	False	False	AP			
070724	N	SCS	False	False	AP			
070725	N	SCS	False	False	AP			
070726	N	SCS	False	False	AP			
070727	N	AM THERAP	False	False	AP			
070728	N	AM THERAP	False	False	AP			
070729	N	AM THERAP	False	False	AP			
070730	N	TARO	False	False	AP			
070731	N	SAVAGE LABS	False	False	AP			
070732	N	TEVA	False	False	AP			
070733	N	SANDOZ	False	False	AP			
070734	N	SANDOZ	False	False	AP			
070735	N	SANDOZ	False	False	AP			
070736	N	SANDOZ	False	False	AP			
070737	N	HOSPIRA	False	False	AP			
070738	N	HOSPIRA	False	False	AP			
070739	N	HOSPIRA	False	False	AP			
070740	N	HOSPIRA	False	False	AP			
070744	N	WATSON LABS	False	False	AP			
070745	N	BASF	False	False	AP			
070746	N	USL PHARMA	False	False	AP			
070747	N	TEVA	False	False	AP			
070749	N	PUREPAC PHARM	False	False	AP			
070750	N	PUREPAC PHARM	False	False	AP			
070751	N	ABRAXIS PHARM	False	False	AP			
070752	N	ABRAXIS PHARM	False	False	AP			
070753	N	USL PHARMA	False	False	AP			
070754	N	USL PHARMA	False	False	AP			
070755	N	WOCKHARDT	False	False	AP			
070756	N	IVAX SUB TEVA PHARMS	False	False	AP			
070757	N	PUREPAC PHARM	False	False	AP			
070758	N	WATSON LABS	False	False	AP			
070759	N	WATSON LABS	False	False	AP			
070762	N	QUAD PHARMS	False	False	AP			
070763	N	SUPERPHARM	False	False	AP			
070764	N	SUPERPHARM	False	False	AP			
070765	N	MUTUAL PHARM	False	False	AP			
070766	N	MUTUAL PHARM	False	False	AP			
070767	N	JANSSEN PHARMA	False	False	AP			
070770	N	SANDOZ	False	False	AP			
070771	N	MUTUAL PHARM	False	False	AP			
070772	N	MUTUAL PHARM	False	False	AP			
070773	N	MUTUAL PHARM	False	False	AP			
070775	N	MUTUAL PHARM	False	False	AP			
070776	N	PIONEER PHARMS	False	False	AP			
070777	N	QUAD PHARMS	False	False	AP			
070778	N	QUAD PHARMS	False	False	AP			
070781	N	ACTAVIS ELIZABETH	False	False	AP			
070782	N	HALSEY	False	False	AP			
